pairs=82 jobs=28506
  400/28506  9s  usage={'prompt': 34544, 'completion': 400, 'calls': 400, 'cached': 0, 'errors': 0}
  24400/28506  800s  usage={'prompt': 5085110, 'completion': 24505, 'calls': 24387, 'cached': 0, 'errors': 13}
  24800/28506  810s  usage={'prompt': 5186220, 'completion': 24905, 'calls': 24787, 'cached': 0, 'errors': 13}
  25200/28506  821s  usage={'prompt': 5284164, 'completion': 25305, 'calls': 25187, 'cached': 0, 'errors': 13}
  25600/28506  835s  usage={'prompt': 5379490, 'completion': 25705, 'calls': 25587, 'cached': 0, 'errors': 13}
  26000/28506  848s  usage={'prompt': 5478683, 'completion': 26105, 'calls': 25987, 'cached': 0, 'errors': 13}
  26400/28506  857s  usage={'prompt': 5577186, 'completion': 26505, 'calls': 26387, 'cached': 0, 'errors': 13}
  26800/28506  866s  usage={'prompt': 5672657, 'completion': 26905, 'calls': 26787, 'cached': 0, 'errors': 13}
  27200/28506  875s  usage={'prompt': 5767852, 'completion': 27310, 'calls': 27187, 'cached': 0, 'errors': 13}
  27600/28506  884s  usage={'prompt': 5863670, 'completion': 27710, 'calls': 27587, 'cached': 0, 'errors': 13}
  28000/28506  893s  usage={'prompt': 5955472, 'completion': 28110, 'calls': 27987, 'cached': 0, 'errors': 13}
  28400/28506  901s  usage={'prompt': 6047841, 'completion': 28521, 'calls': 28387, 'cached': 0, 'errors': 13}
DONE 905.3788950443268 s {'prompt': 6073665, 'completion': 28628, 'calls': 28493, 'cached': 0, 'errors': 13}
